"targetId","targetSymbol","targetName","biotype","maxLiteratureEvidencePhenotype","maxLiteratureEvidenceCount","chronic obstructive pulmonary disease","glaucoma","hypertension","rheumatoid arthritis","obesity","age-related macular degeneration","heart disease","osteoporosis","chronic kidney disease","atherosclerosis","longevity","lipid measurement","lean body mass","grip strength measurement","cognitive decline measurement","delirium","heel bone mineral density","adult onset asthma","chronic pain","alzheimers disease","type 2 diabetes","osteoarthritis","parkinsons disease","metabolic syndrome","adiponectin measurement","gait measurement","healthspan","stroke","idiopathic pulmonary fibrosis","frailty measurement","lewy body dementia","cartilage thickness measurement","neurodegeneration","HGNC","PDB","GenAge.ID","GenAge.URL","CellAge.senescence_effect","n_hallmarks","goHallmarks","goHallmarkTerms","AB","OC","PR","SM","overallMultimorbidityCount"
"ENSG00000176927","EFCAB5","EF-hand calcium binding domain 5","protein coding",NA,NA,0.42,NA,NA,NA,NA,NA,0.05,NA,NA,NA,NA,0.15,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24801",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000178177","LCORL","ligand dependent nuclear receptor corepressor like","protein coding","type 2 diabetes",2,NA,NA,0.64,NA,NA,0,0,NA,0,NA,NA,0.72,0.84,0.64,NA,NA,0.78,NA,NA,NA,0.56,0.02,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30776",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",7
"ENSG00000178222","RNF212","ring finger protein 212","protein coding",NA,NA,0,NA,NA,0,NA,NA,0.01,NA,NA,0,NA,NA,0.11,NA,NA,NA,0.56,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27729",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000151353","TMEM18","transmembrane protein 18","protein coding","obesity",82,NA,0,NA,NA,0.51,NA,0.31,NA,NA,NA,NA,0.5,0.69,0.5,NA,NA,0.44,NA,NA,NA,0.62,0.5,NA,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25257",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",9
"ENSG00000153827","TRIP12","thyroid hormone receptor interactor 12","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37,0.45,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12306",NA,NA,NA,NA,2,"Proteostasis, Epigenetic alteration","protein catabolic process, histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000064655","EYA2","EYA transcriptional coactivator and phosphatase 2","protein coding","type 2 diabetes",1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.05,NA,NA,NA,0.83,NA,NA,NA,0.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3520","3GEB, 3HB0, 3HB1, 4EGC, 5ZMA",NA,NA,NA,1,"Epigenetic alteration","histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",5
"ENSG00000140455","USP3","ubiquitin specific peptidase 3","protein coding","heart disease",1,0.05,NA,NA,NA,NA,NA,0.39,NA,NA,NA,NA,0.6,NA,NA,NA,NA,0.44,NA,NA,NA,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12626",NA,NA,NA,NA,2,"Proteostasis, Epigenetic alteration","protein catabolic process, histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000053900","ANAPC4","anaphase promoting complex subunit 4","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,0.54,NA,0.46,NA,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19990","4UI9, 5A31, 5BPW, 5G04, 5G05, 5KHR, 5KHU, 5L9T, 5L9U, 5LCW, 6Q6G, 6Q6H, 6TLJ, 6TM5, 6TNT",NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000115414","FN1","fibronectin 1","protein coding","heart disease",271,NA,NA,NA,NA,NA,NA,0.77,NA,0.29,NA,NA,0.69,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3778","1E88, 1E8B, 1FBR, 1FNA, 1FNF, 1FNH, 1J8K, 1O9A, 1OWW, 1Q38, 1QGB, 1QO6, 1TTF, 1TTG, 2CG6, 2CG7, 2CK2, 2CKU, 2EC3, 2FN2, 2FNB, 2GEE, 2H41, 2H45, 2HA1, 2MNU, 2N1K, 2OCF, 2RKY, 2RKZ, 2RL0, 3CAL, 3EJH, 3GXE, 3M7P, 3MQL, 3R8Q, 3T1W, 3ZRZ, 4GH7, 4JE4, 4JEG, 4LXO, 4MMX, 4MMY, 4MMZ, 4PZ5, 5DC0, 5DC4, 5DC9, 5DFT, 5J6Z, 5J7C, 5M0A, 5N47, 5N48, 6HNF, 6MFA, 6MSV, 6NAJ, 6XAX, 6XAY, 7NWL",NA,NA,NA,1,"Inflammation","inflammatory response","Clinical_Precedence","Clinical_Precedence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000125398","SOX9","SRY-box transcription factor 9","protein coding","osteoarthritis",43,NA,NA,NA,NA,NA,NA,0.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11204","1S9M, 1SX9, 4EUW",NA,NA,NA,2,"Epigenetic alteration, Proteostasis","chromatin remodeling, protein catabolic process","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000159640","ACE","angiotensin I converting enzyme","protein coding","heart disease",11225,NA,NA,0.57,NA,NA,NA,0,NA,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.82,0.59,0,NA,NA,NA,NA,NA,0.61,0,NA,NA,NA,NA,"2707","1O86, 1O8A, 1UZE, 1UZF, 2C6F, 2C6N, 2IUL, 2IUX, 2OC2, 2XY9, 2XYD, 2YDM, 3BKK, 3BKL, 3L3N, 3NXQ, 4APH, 4APJ, 4BXK, 4BZR, 4BZS, 4C2N, 4C2O, 4C2P, 4C2Q, 4C2R, 4CA5, 4CA6, 4UFA, 4UFB, 5AM8, 5AM9, 5AMA, 5AMB, 5AMC, 6EN5, 6EN6, 6F9R, 6F9T, 6F9U, 6F9V, 6H5W, 6H5X, 6QS1, 6TT1, 6TT3, 6TT4, 6ZPQ, 6ZPT, 6ZPU",NA,NA,NA,2,"Inflammation, Nutrient signalling","inflammatory response, response to nutrient levels","Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",5
"ENSG00000112182","BACH2","BTB domain and CNC homolog 2","protein coding","rheumatoid arthritis",7,NA,NA,NA,0.72,0.02,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.52,NA,NA,0.51,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14078","3OHU, 3OHV",NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000112701","SENP6","SUMO specific peptidase 6","protein coding","osteoarthritis",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,0.27,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20944",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Predicted_Tractable",3
"ENSG00000112964","GHR","growth hormone receptor","protein coding","heart disease",18,0,0,0.05,NA,NA,NA,0.02,NA,NA,NA,NA,NA,0.67,NA,NA,NA,0.78,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4263","1A22, 1AXI, 1HWG, 1HWH, 1KF9, 2AEW, 3HHR, 5OEK, 5OHD",1,"https://genomics.senescence.info/genes/entry.php?hgnc=GHR",NA,1,"Nutrient signalling","IGF receptor signaling pathway, response to nutrient levels","Predicted_Tractable_(H)","Clinical_Precedence","Discovery_Opportunity","Clinical_Precedence",3
"ENSG00000115507","OTX1","orthodenticle homeobox 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.23,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8521",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000173334","TRIB1","tribbles pseudokinase 1","protein coding","heart disease",40,NA,NA,NA,0.44,NA,NA,0.76,NA,NA,0.47,NA,0.84,0.77,NA,NA,NA,NA,NA,NA,NA,0.48,NA,NA,0.52,0.58,NA,NA,0.45,NA,NA,NA,NA,NA,"16891","5CEK, 5CEM, 5IGO, 5IGQ, 6DC0",NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",9
"ENSG00000179008","C14orf39","chromosome 14 open reading frame 39","protein coding",NA,NA,NA,0.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.44,NA,NA,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19849",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000198026","ZNF335","zinc finger protein 335","protein coding","rheumatoid arthritis",1,NA,NA,NA,0.03,NA,NA,0.4,NA,NA,NA,NA,0.38,NA,NA,NA,NA,0.09,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15807",NA,NA,NA,NA,1,"Epigenetic alteration","histone modification","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000095752","IL11","interleukin 11","protein coding","heart disease",39,0,NA,NA,NA,NA,NA,0.01,NA,0,0,NA,NA,0.54,NA,NA,0.01,NA,NA,NA,NA,0,0.56,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"5966","4MHL, 6O4O",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","Discovery_Opportunity",2
"ENSG00000105173","CCNE1","cyclin E1","protein coding","heart disease",6,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,0.6,NA,NA,NA,0.41,NA,NA,NA,NA,0.02,NA,NA,NA,0.35,NA,NA,NA,NA,NA,NA,NA,"1589","1W98, 5L2W, 7KJS",NA,NA,NA,1,"Telomere maintenance","telomere maintenance","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000132394","EEFSEC","eukaryotic elongation factor, selenocysteine-tRNA specific","protein coding","chronic obstructive pulmonary disease",2,0.56,NA,0.28,NA,0.03,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24614","5IZK, 5IZL, 5IZM",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",3
"ENSG00000175003","SLC22A1","solute carrier family 22 member 1","protein coding","type 2 diabetes",27,NA,0.01,0.44,NA,NA,NA,0.52,0.02,0,0,0.35,0.83,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10963",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",4
"ENSG00000184677","ZBTB40","zinc finger and BTB domain containing 40","protein coding","osteoporosis",3,NA,NA,NA,0.43,NA,NA,0.01,0.44,NA,0,NA,NA,0.55,NA,NA,0.01,0.67,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29045",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000008710","PKD1","polycystin 1, transient receptor potential channel interacting","protein coding","chronic kidney disease",20,NA,NA,0.79,NA,NA,NA,NA,NA,0.63,NA,NA,NA,0.58,0.41,NA,NA,0.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9008","1B4R, 6A70",NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","Predicted_Tractable_(H)","No_Evidence","No_Evidence","No_Evidence",5
"ENSG00000114790","ARHGEF26","Rho guanine nucleotide exchange factor 26","protein coding","heart disease",2,NA,NA,NA,NA,NA,NA,0.68,NA,NA,0.46,NA,0.54,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24490","6MYE",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000131620","ANO1","anoctamin 1","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21625",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",1
"ENSG00000142655","PEX14","peroxisomal biogenesis factor 14","protein coding","heart disease",1,0.06,NA,0,NA,NA,0,0.04,NA,NA,NA,NA,0.3,0.08,0.4,NA,NA,0.4,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8856","2W84, 2W85, 4BXU",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",5
"ENSG00000166317","SYNPO2L","synaptopodin 2 like","protein coding","heart disease",7,0.32,NA,NA,NA,NA,NA,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23532",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000175806","MSRA","methionine sulfoxide reductase A","protein coding","heart disease",14,0,NA,0.06,0,0.39,NA,0.03,0,0,NA,NA,0.53,0.07,NA,NA,NA,0.28,NA,NA,NA,0.56,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7377",NA,127,"https://genomics.senescence.info/genes/entry.php?hgnc=MSRA",NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000198670","LPA","lipoprotein(a)","protein coding","heart disease",786,NA,NA,0.26,NA,0.02,NA,0.89,NA,NA,0.68,0.86,0.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,NA,NA,0.55,0.6,NA,NA,NA,NA,NA,"6667","1I71, 1JFN, 1KIV, 2FEB, 3KIV, 4BV5, 4BV7, 4BVC, 4BVD, 4BVV, 4BVW, 4KIV, 6RX7",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","No_Evidence","Predicted_Tractable",8
"ENSG00000020256","ZFP64","ZFP64 zinc finger protein","protein coding","heart disease",1,NA,NA,0.14,NA,0.24,NA,0,NA,0,0,NA,0.37,0.41,0.32,NA,NA,NA,NA,NA,NA,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15940","1X5W, 2DMD",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000095713","CRTAC1","cartilage acidic protein 1","protein coding",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,0.83,0.79,0.66,NA,NA,NA,NA,0.46,NA,NA,NA,NA,0.54,NA,0.5,NA,NA,NA,NA,NA,NA,NA,"14882",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",6
"ENSG00000171044","XKR6","XK related 6","protein coding","type 2 diabetes",2,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,0.32,0.41,NA,NA,NA,0.67,NA,NA,NA,0.56,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27806",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","No_Evidence","No_Evidence",6
"ENSG00000178997","EXD1","exonuclease 3'-5' domain containing 1","protein coding",NA,NA,NA,NA,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,NA,NA,NA,"28507",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",1
"ENSG00000187391","MAGI2","membrane associated guanylate kinase, WW and PDZ domain containing 2","protein coding","type 2 diabetes",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,0.29,NA,NA,NA,NA,NA,NA,NA,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18957","1UEP, 1UEQ, 1UEW, 1UJV, 1WFV",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000087237","CETP","cholesteryl ester transfer protein","protein coding","heart disease",324,NA,0,NA,NA,0.02,0.51,0.47,0,NA,0,NA,0.8,0.37,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.66,NA,NA,NA,0.34,NA,NA,NA,NA,NA,"1869","2OBD, 4EWS, 4F2A",262,"https://genomics.senescence.info/genes/entry.php?hgnc=CETP",NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",6
"ENSG00000119242","CCDC92","coiled-coil domain containing 92","protein coding","heart disease",3,NA,NA,NA,NA,NA,NA,0.54,NA,NA,NA,NA,0.75,0.5,0.58,NA,NA,0.29,NA,NA,NA,0.53,0.08,NA,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29563",NA,NA,NA,NA,1,"Immune response","immune response","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",8
"ENSG00000145730","PAM","peptidylglycine alpha-amidating monooxygenase","protein coding",NA,NA,NA,0.23,NA,0.11,NA,NA,NA,NA,NA,NA,NA,NA,0.55,0.5,NA,NA,NA,NA,NA,NA,0.74,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8596",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",6
"ENSG00000184752","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,0.57,NA,NA,0.07,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,"23987","5XTB, 5XTD, 5XTH, 5XTI",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",4
"ENSG00000186205","MTARC1","mitochondrial amidoxime reducing component 1","protein coding",NA,NA,NA,NA,0.04,NA,NA,NA,NA,NA,NA,NA,NA,0.87,NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26189","6FW2",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000253506","NACA2","nascent polypeptide associated complex subunit alpha 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,NA,NA,NA,0.53,NA,NA,NA,NA,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"23290",NA,NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000106617","PRKAG2","protein kinase AMP-activated non-catalytic subunit gamma 2","protein coding","heart disease",175,NA,0.62,0.4,0,0,0,0.92,NA,0.37,0.01,NA,0.05,NA,NA,NA,0,NA,NA,NA,NA,0,0.01,NA,NA,NA,NA,NA,0.19,NA,NA,NA,NA,NA,"9386",NA,NA,NA,NA,1,"Nutrient signalling","response to nutrient levels","No_Evidence","No_Evidence","Discovery_Opportunity","Discovery_Opportunity",6
"ENSG00000138771","SHROOM3","shroom family member 3","protein coding","chronic kidney disease",10,NA,NA,0,NA,NA,NA,0.49,NA,0.56,0,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30422","6FBB, 6FCP",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000138792","ENPEP","glutamyl aminopeptidase","protein coding","hypertension",49,0.09,0.1,0.73,NA,NA,NA,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.14,NA,NA,NA,NA,NA,"3355","4KX7, 4KX8, 4KX9, 4KXA, 4KXB, 4KXC, 4KXD",NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","Clinical_Precedence",5
"ENSG00000164180","TMEM161B","transmembrane protein 161B","protein coding",NA,NA,NA,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,0.58,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"28483",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(M/L)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000174989","FBXW8","F-box and WD repeat domain containing 8","protein coding",NA,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13597",NA,NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000088926","F11","coagulation factor XI","protein coding","heart disease",23,NA,NA,NA,NA,NA,NA,0.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.65,NA,NA,NA,NA,NA,"3529","1XX9, 1XXD, 1XXF, 1ZHM, 1ZHP, 1ZHR, 1ZJD, 1ZLR, 1ZMJ, 1ZML, 1ZMN, 1ZOM, 1ZPB, 1ZPC, 1ZPZ, 1ZRK, 1ZSJ, 1ZSK, 1ZSL, 1ZTJ, 1ZTK, 1ZTL, 2F83, 2FDA, 2J8J, 2J8L, 3BG8, 3SOR, 3SOS, 4CR5, 4CR9, 4CRA, 4CRB, 4CRC, 4CRD, 4CRE, 4CRF, 4CRG, 4D76, 4D7F, 4D7G, 4NA7, 4NA8, 4TY6, 4TY7, 4WXI, 4X6M, 4X6N, 4X6O, 4X6P, 4Y8X, 4Y8Y, 4Y8Z, 5E2O, 5E2P, 5EOD, 5EOK, 5EXL, 5EXM, 5EXN, 5I25, 5Q0D, 5Q0E, 5Q0F, 5Q0G, 5Q0H, 5QCK, 5QCL, 5QCM, 5QCN, 5QQO, 5QQP, 5QTT, 5QTV, 5QTW, 5QTY, 5TKS, 5TKT, 5TKU, 5WB6, 6AOD, 6C0S, 6HHC, 6I58, 6R8X, 6TS4, 6TS5, 6TS6, 6TS7, 6TWB, 6USY, 6VLU, 6VLV, 6W50",NA,NA,NA,NA,NA,NA,"Clinical_Precedence","Clinical_Precedence","Discovery_Opportunity","Discovery_Opportunity",2
"ENSG00000106031","HOXA13","homeobox A13","protein coding",NA,NA,NA,NA,0.51,NA,NA,NA,NA,NA,NA,NA,NA,0.29,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5102","2L7Z",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",3
"ENSG00000109654","TRIM2","tripartite motif containing 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,NA,NA,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15974","7B2R",NA,NA,NA,1,"Proteostasis","protein catabolic process, proteasomal degradation","No_Evidence","No_Evidence","Discovery_Opportunity","No_Evidence",2
"ENSG00000156564","LRFN2","leucine rich repeat and fibronectin type III domain containing 2","protein coding",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,0.79,0.51,NA,NA,NA,NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21226",NA,NA,NA,NA,NA,NA,NA,"Predicted_Tractable_(H)","No_Evidence","Discovery_Opportunity","No_Evidence",4
"ENSG00000172201","ID4","inhibitor of DNA binding 4, HLH protein","protein coding",NA,NA,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.56,NA,NA,NA,NA,NA,NA,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5363",NA,NA,NA,"Induces",NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",4
"ENSG00000180806","HOXC9","homeobox C9","protein coding",NA,NA,NA,NA,0.17,NA,NA,NA,0.16,0.04,NA,NA,NA,0.04,NA,NA,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5130","2LP0, 2MSY",NA,NA,NA,NA,NA,NA,"No_Evidence","No_Evidence","No_Evidence","No_Evidence",3
